"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-04-23 ","2018-04-23 ","New York City Region","NY","40.8419","-73.8359","O3","43","1","Good","false",""
"2018-04-23 ","2018-04-23 ","New York City Region","NY","40.8419","-73.8359","PM2.5","53","2","Moderate","false",""
"2018-04-23 ","2018-04-24 ","New York City Region","NY","40.8419","-73.8359","O3","42","1","Good","false",""
"2018-04-23 ","2018-04-24 ","New York City Region","NY","40.8419","-73.8359","PM2.5","50","1","Good","false",""
