"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-01-11 ","2018-01-11 ","New York City Region","NY","40.8419","-73.8359","PM2.5","63","2","Moderate","false",""
"2018-01-11 ","2018-01-12 ","New York City Region","NY","40.8419","-73.8359","PM2.5","52","2","Moderate","false",""
