"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-03-29 ","2018-03-29 ","New York City Region","NY","40.8419","-73.8359","PM2.5","58","2","Moderate","false",""
"2018-03-29 ","2018-03-30 ","New York City Region","NY","40.8419","-73.8359","PM2.5","44","1","Good","false",""
