"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-01-31 ","2018-01-31 ","New York City Region","NY","40.8419","-73.8359","PM2.5","55","2","Moderate","false",""
"2018-01-31 ","2018-02-01 ","New York City Region","NY","40.8419","-73.8359","PM2.5","57","2","Moderate","false",""
