"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-03-09 ","2018-03-10 ","New York City Region","NY","40.8419","-73.8359","PM2.5","45","1","Good","false",""
"2018-03-09 ","2018-03-11 ","New York City Region","NY","40.8419","-73.8359","PM2.5","48","1","Good","false",""
"2018-03-09 ","2018-03-12 ","New York City Region","NY","40.8419","-73.8359","PM2.5","40","1","Good","false",""
