"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2018-03-27 ","2018-03-27 ","New York City Region","NY","40.8419","-73.8359","PM2.5","42","1","Good","false",""
"2018-03-27 ","2018-03-28 ","New York City Region","NY","40.8419","-73.8359","PM2.5","52","2","Moderate","false",""
