"DateIssue","DateForecast","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName","ActionDay","Discussion"
"2019-10-10 ","2019-10-10 ","New York City Region","NY","40.8419","-73.8359","PM2.5","23","1","Good","false",""
"2019-10-10 ","2019-10-11 ","New York City Region","NY","40.8419","-73.8359","PM2.5","23","1","Good","false",""
