,DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
279,2018-06-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
280,2018-01-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,13,1,Good
281,2018-01-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,54,2,Moderate
282,2018-01-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,20,1,Good
283,2018-04-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,42,1,Good
284,2018-04-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,41,1,Good
285,2019-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,20,1,Good
286,2019-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,58,2,Moderate
287,2019-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,29,1,Good
288,2019-07-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,100,2,Moderate
289,2019-07-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,62,2,Moderate
290,2019-07-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,20,1,Good
291,2019-10-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,19,1,Good
292,2019-10-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,14,1,Good
293,2019-10-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
294,2018-04-30 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,38,1,Good
295,2018-04-30 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,20,1,Good
296,2018-12-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
297,2018-12-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,33,1,Good
298,2018-12-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,7,1,Good
299,2018-02-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,40,1,Good
300,2018-02-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,42,1,Good
301,2018-02-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
302,2019-10-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,35,1,Good
303,2019-10-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,51,2,Moderate
304,2019-10-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,29,1,Good
305,2018-08-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,46,1,Good
306,2018-08-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,58,2,Moderate
307,2019-01-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,34,1,Good
308,2019-01-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,43,1,Good
309,2019-01-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,14,1,Good
310,2018-07-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,61,2,Moderate
311,2018-07-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,26,1,Good
312,2018-02-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,38,1,Good
313,2018-02-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,44,1,Good
314,2018-02-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,7,1,Good
315,2018-06-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,48,1,Good
316,2018-06-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,18,1,Good
317,2018-08-08 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,112,3,Unhealthy for Sensitive Groups
318,2018-08-08 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,56,2,Moderate
319,2019-01-11 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,37,1,Good
320,2019-01-11 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,53,2,Moderate
321,2019-01-11 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
322,2019-01-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
323,2019-01-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,37,1,Good
324,2019-01-12 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
325,2019-07-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,77,2,Moderate
326,2019-07-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,56,2,Moderate
327,2019-07-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,18,1,Good
328,2018-03-04 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,39,1,Good
329,2018-03-04 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,20,1,Good
330,2018-08-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,74,2,Moderate
331,2018-08-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,57,2,Moderate
332,2018-12-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
333,2018-12-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,48,1,Good
334,2018-12-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,21,1,Good
335,2018-12-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
336,2018-12-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,49,1,Good
337,2018-12-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,16,1,Good
338,2018-03-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,39,1,Good
339,2018-03-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
340,2019-07-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,54,2,Moderate
341,2019-07-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
342,2019-07-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,14,1,Good
343,2019-11-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,27,1,Good
344,2019-11-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,20,1,Good
345,2019-11-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,11,1,Good
346,2019-08-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,51,2,Moderate
347,2019-08-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,33,1,Good
348,2019-08-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,18,1,Good
349,2018-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
350,2018-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,41,1,Good
351,2018-11-26 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,15,1,Good
352,2019-08-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,48,1,Good
353,2019-08-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,25,1,Good
354,2019-08-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,16,1,Good
355,2018-11-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
356,2018-11-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,39,1,Good
357,2018-11-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
358,2018-01-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
359,2018-01-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
360,2018-01-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,6,1,Good
361,2018-07-04 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,90,2,Moderate
362,2018-07-04 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,78,2,Moderate
363,2018-12-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,28,1,Good
364,2018-12-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,38,1,Good
365,2018-12-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
366,2018-02-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
367,2018-02-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,39,1,Good
368,2019-10-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
369,2019-10-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,20,1,Good
370,2019-10-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,15,1,Good
371,2018-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,24,1,Good
372,2018-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,41,1,Good
373,2018-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,11,1,Good
374,2018-05-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,35,1,Good
375,2018-05-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,12,1,Good
376,2019-11-06 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
377,2019-11-06 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,30,1,Good
378,2019-11-06 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,15,1,Good
379,2019-06-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,87,2,Moderate
380,2019-06-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,29,1,Good
381,2019-06-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,12,1,Good
382,2019-09-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
383,2019-09-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,11,1,Good
384,2019-09-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,12,1,Good
385,2018-05-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,35,1,Good
386,2018-05-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,29,1,Good
387,2019-12-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
388,2019-12-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,31,1,Good
389,2019-12-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,12,1,Good
390,2018-10-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
391,2018-10-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,12,1,Good
392,2018-01-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
393,2018-01-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,55,2,Moderate
394,2018-01-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,18,1,Good
395,2018-09-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,32,1,Good
396,2019-08-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,58,2,Moderate
397,2019-08-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,38,1,Good
398,2019-08-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,20,1,Good
399,2018-10-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,8,1,Good
400,2018-09-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,25,1,Good
401,2019-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
402,2019-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,32,1,Good
403,2019-12-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
404,2018-11-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
405,2018-11-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,21,1,Good
406,2018-11-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
407,2019-11-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
408,2019-11-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,54,2,Moderate
409,2019-11-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,24,1,Good
410,2018-08-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,44,1,Good
411,2018-08-18 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,61,2,Moderate
412,2019-08-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,80,2,Moderate
413,2019-08-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,33,1,Good
414,2019-08-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,18,1,Good
415,2018-08-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,49,1,Good
416,2018-08-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,53,2,Moderate
417,2018-02-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,8,1,Good
418,2018-02-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,66,2,Moderate
419,2018-02-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,29,1,Good
420,2018-08-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
421,2018-08-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,43,1,Good
422,2019-09-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,46,1,Good
423,2019-09-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,26,1,Good
424,2019-09-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,14,1,Good
425,2018-05-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
426,2018-05-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,20,1,Good
427,2018-01-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
428,2018-01-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,45,1,Good
429,2018-01-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,4,1,Good
430,2019-09-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
431,2019-09-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,18,1,Good
432,2019-09-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,11,1,Good
433,2018-09-21 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,9,1,Good
434,2019-10-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
435,2019-10-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,27,1,Good
436,2019-10-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
437,2018-11-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,23,1,Good
438,2018-11-05 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,23,1,Good
439,2018-12-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
440,2018-12-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,32,1,Good
441,2018-12-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,10,1,Good
442,2019-10-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
443,2019-10-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,54,2,Moderate
444,2019-10-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,16,1,Good
445,2018-12-30 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,21,1,Good
446,2018-12-30 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,44,1,Good
447,2018-12-30 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
448,2019-08-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,71,2,Moderate
449,2019-08-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,36,1,Good
450,2019-08-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,16,1,Good
451,2018-01-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,34,1,Good
452,2018-01-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,52,2,Moderate
453,2018-01-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,14,1,Good
454,2018-02-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
455,2018-02-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,27,1,Good
456,2019-10-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,34,1,Good
457,2019-10-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,43,1,Good
458,2019-10-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,16,1,Good
459,2019-07-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,49,1,Good
460,2019-07-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,23,1,Good
461,2019-07-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,14,1,Good
462,2018-08-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,44,1,Good
463,2018-08-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,25,1,Good
464,2018-07-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,133,3,Unhealthy for Sensitive Groups
465,2018-07-16 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,62,2,Moderate
466,2018-01-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
467,2018-01-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,47,1,Good
468,2018-01-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,10,1,Good
469,2019-11-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,22,1,Good
470,2019-11-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,15,1,Good
471,2019-11-09 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
472,2019-07-17 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,101,3,Unhealthy for Sensitive Groups
473,2019-07-17 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,57,2,Moderate
474,2019-07-17 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,25,1,Good
475,2018-10-06 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,15,1,Good
476,2018-04-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,41,1,Good
477,2018-04-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,23,1,Good
478,2018-03-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,28,1,Good
479,2018-03-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,53,2,Moderate
480,2018-03-28 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,26,1,Good
481,2019-10-08 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,24,1,Good
482,2019-10-08 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,14,1,Good
483,2019-10-08 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
484,2018-03-11 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,41,1,Good
485,2018-03-11 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,26,1,Good
486,2018-10-04 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,41,1,Good
487,2019-01-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
488,2019-01-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,39,1,Good
489,2019-01-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,13,1,Good
490,2019-12-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,26,1,Good
491,2019-12-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,49,1,Good
492,2019-12-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,13,1,Good
493,2019-02-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
494,2019-02-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,83,2,Moderate
495,2019-02-03 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,38,1,Good
496,2019-08-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,28,1,Good
497,2019-08-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,19,1,Good
498,2019-08-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,12,1,Good
499,2018-02-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
500,2018-02-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,50,1,Good
501,2018-02-19 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,19,1,Good
502,2019-01-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,32,1,Good
503,2019-01-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,42,1,Good
504,2019-01-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,7,1,Good
505,2018-12-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
506,2018-12-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
507,2018-12-23 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
508,2019-11-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,27,1,Good
509,2019-11-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,29,1,Good
510,2019-11-24 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,8,1,Good
511,2018-08-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
512,2018-08-20 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good
513,2018-05-31 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,28,1,Good
514,2018-05-31 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,35,1,Good
515,2019-09-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,40,1,Good
516,2019-09-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,13,1,Good
517,2019-09-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,11,1,Good
518,2018-09-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,41,1,Good
519,2018-09-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,29,1,Good
520,2019-09-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,31,1,Good
521,2019-09-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,19,1,Good
522,2019-09-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,15,1,Good
523,2018-12-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,27,1,Good
524,2018-12-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,50,1,Good
525,2018-12-13 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,20,1,Good
526,2018-06-21 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,90,2,Moderate
527,2018-06-21 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,38,1,Good
528,2019-11-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,27,1,Good
529,2019-11-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,31,1,Good
530,2019-11-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,21,1,Good
531,2018-01-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
532,2018-01-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,37,1,Good
533,2018-01-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,5,1,Good
534,2019-10-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,34,1,Good
535,2019-10-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,16,1,Good
536,2019-10-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,10,1,Good
537,2018-06-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
538,2018-06-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,51,2,Moderate
539,2018-03-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,47,1,Good
540,2018-03-15 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,41,1,Good
541,2019-06-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,41,1,Good
542,2019-06-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,50,1,Good
543,2019-06-25 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,20,1,Good
544,2018-07-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,140,3,Unhealthy for Sensitive Groups
545,2018-07-01 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,74,2,Moderate
546,2018-03-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,36,1,Good
547,2018-03-07 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,15,1,Good
548,2018-09-14 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,12,1,Good
549,2018-11-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
550,2018-11-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,35,1,Good
551,2018-11-29 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,6,1,Good
552,2019-07-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,97,2,Moderate
553,2019-07-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,58,2,Moderate
554,2019-07-10 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,24,1,Good
555,2018-02-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,33,1,Good
556,2018-02-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,45,1,Good
557,2018-02-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,9,1,Good
558,2018-08-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,74,2,Moderate
559,2018-08-27 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,68,2,Moderate
560,2018-12-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,30,1,Good
561,2018-12-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,43,1,Good
562,2018-12-22 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM10,12,1,Good
563,2019-10-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,OZONE,46,1,Good
564,2019-10-02 ,0,EST,New York City Region,NY,40.8419,-73.8359,PM2.5,46,1,Good
