date,parameter,units,value_min,value_mean,value_max,value_std
07/27/19,PM2.5,UG/M3,-0.8,8.476315789473679,16.2,3.4910038739447895
07/28/18,OZONE,PPB,0.0,34.5625,88.0,26.958374345802476
07/28/18,PM2.5,UG/M3,-0.5,8.507692307692306,17.6,3.1552343481875744
07/28/19,OZONE,PPB,28.0,46.84375,74.0,13.234188679325973
07/28/19,PM10,UG/M3,16.0,19.958333333333332,29.0,2.789408019894055
07/28/19,PM2.5,UG/M3,1.6,9.635416666666668,29.5,3.7485488757181034
07/29/18,OZONE,PPB,21.0,33.447916666666664,56.0,7.39398018542491
07/29/18,PM2.5,UG/M3,-3.6,5.128472222222225,13.1,2.95811467066735
07/29/19,OZONE,PPB,12.0,49.09574468085106,84.0,17.872348528176314
07/29/19,PM10,UG/M3,11.0,23.875,36.0,8.173725136600547
07/29/19,PM2.5,UG/M3,0.7,14.12459016393443,54.7,9.22775297504621
07/30/18,OZONE,PPB,1.0,25.636363636363637,50.0,13.590553851439177
07/30/18,PM2.5,UG/M3,-2.9,6.882978723404258,15.6,3.194592695853607
07/30/19,OZONE,PPB,12.0,47.8936170212766,88.0,17.806890103653082
07/30/19,PM10,UG/M3,27.0,31.75,39.0,3.3394870733457664
07/30/19,PM2.5,UG/M3,5.1,20.90797872340426,58.4,9.382187592503959
07/31/18,OZONE,PPB,1.0,31.47457627118644,62.0,16.831854143898802
07/31/18,PM2.5,UG/M3,-4.3,6.020129870129867,13.2,3.3186220439521597
07/31/19,OZONE,PPB,4.0,42.175824175824175,83.0,17.124766604471755
07/31/19,PM10,UG/M3,15.0,28.227272727272727,42.0,7.927840144115505
07/31/19,PM2.5,UG/M3,-0.2,12.109836065573777,42.0,5.9505389427548145
08/01/18,OZONE,PPB,1.0,30.016806722689076,51.0,10.596596186205916
08/01/18,PM2.5,UG/M3,0.0,4.837012987012984,12.4,2.697734496127249
08/01/19,OZONE,PPB,4.0,33.276595744680854,69.0,17.585676145395553
08/01/19,PM10,UG/M3,12.0,17.208333333333332,28.0,3.9670289689614964
08/01/19,PM2.5,UG/M3,-4.7,6.3889502762430945,26.6,4.846337620967271
08/02/18,OZONE,PPB,12.0,27.823529411764707,50.0,8.566437325670229
08/02/18,PM2.5,UG/M3,-1.8,5.904195804195807,13.0,2.8969598957263907
08/02/19,OZONE,PPB,0.0,34.71875,72.0,19.7935146874983
08/02/19,PM10,UG/M3,14.0,19.541666666666668,28.0,3.8218953489036056
08/02/19,PM2.5,UG/M3,-4.8,7.184210526315787,20.9,3.5769046294150675
08/03/18,OZONE,PPB,1.0,13.391304347826088,33.0,8.397676842670736
08/03/18,PM2.5,UG/M3,-4.7,4.790909090909093,12.3,2.783449807290497
08/03/19,OZONE,PPB,25.0,44.34375,66.0,9.878022522112833
08/03/19,PM10,UG/M3,13.0,15.416666666666666,20.0,1.8862584696941072
08/03/19,PM2.5,UG/M3,-2.1,5.149479166666667,12.8,2.2057990537517878
08/04/18,OZONE,PPB,1.0,17.208333333333332,50.0,13.411957435098593
08/04/18,PM2.5,UG/M3,-4.1,2.4063380281690145,20.3,3.041374614298779
08/04/19,OZONE,PPB,21.0,41.71875,66.0,9.816959680492786
08/04/19,PM10,UG/M3,10.0,13.291666666666666,16.0,1.9666605256597811
08/04/19,PM2.5,UG/M3,-3.2,4.591005291005291,18.7,3.2824928165035474
08/05/18,OZONE,PPB,1.0,29.495652173913044,84.0,20.532974726181923
08/05/18,PM2.5,UG/M3,0.9,8.769565217391305,15.5,2.5292048516968784
08/05/19,OZONE,PPB,14.0,34.61290322580645,65.0,13.781708307425747
08/05/19,PM10,UG/M3,12.0,16.375,37.0,4.71641444504099
08/05/19,PM2.5,UG/M3,-0.4,6.519371727748691,17.7,3.729708839071638
08/06/18,OZONE,PPB,2.0,40.63559322033898,96.0,26.020591863505587
08/06/18,PM2.5,UG/M3,12.6,17.92638888888888,25.9,2.961241142907668
08/06/19,OZONE,PPB,7.0,31.138297872340427,55.0,14.105288464367051
08/06/19,PM10,UG/M3,16.0,21.166666666666668,30.0,4.124862755731781
08/06/19,PM2.5,UG/M3,1.0,8.971204188481671,25.2,3.663526933834353
08/07/18,OZONE,PPB,10.0,38.108333333333334,79.0,17.121314954474386
08/07/18,PM2.5,UG/M3,-4.1,14.51631205673759,24.7,4.667740721674906
08/07/19,OZONE,PPB,11.0,37.43617021276596,53.0,9.842368923954853
08/07/19,PM10,UG/M3,14.0,20.875,33.0,6.045569703797836
08/07/19,PM2.5,UG/M3,-3.9,7.364062499999998,30.7,3.466928292689253
08/08/18,OZONE,PPB,0.0,36.168067226890756,86.0,24.158838550953465
08/08/18,PM2.5,UG/M3,-0.2,9.9268456375839,31.2,4.382144835710748
08/08/19,OZONE,PPB,9.0,39.0,72.0,15.9966029002356
08/08/19,PM10,UG/M3,14.0,17.625,24.0,2.856152778765901
08/08/19,PM2.5,UG/M3,-4.4,7.098924731182796,18.0,3.597566583683157
08/09/18,OZONE,PPB,4.0,36.469565217391306,58.0,12.58676674836421
08/09/18,PM2.5,UG/M3,-1.0,8.706547619047612,21.5,4.8216718828868705
08/09/19,OZONE,PPB,6.0,29.885416666666668,53.0,11.859590648537463
08/09/19,PM10,UG/M3,10.0,14.375,22.0,2.6508817236993956
08/09/19,PM2.5,UG/M3,-1.1,5.384042553191488,11.6,2.3229983939483234
08/10/18,OZONE,PPB,3.0,36.94166666666667,78.0,17.603616813881516
08/10/18,PM2.5,UG/M3,5.5,15.813855421686736,35.2,4.415165416119503
08/10/19,OZONE,PPB,8.0,25.3125,39.0,7.378935167795306
08/10/19,PM10,UG/M3,9.0,11.125,14.0,1.5411035007422438
08/10/19,PM2.5,UG/M3,-2.9,2.7811827956989257,10.6,2.14171456924933
08/11/18,OZONE,PPB,12.0,35.206896551724135,52.0,9.00870809768001
08/11/18,PM2.5,UG/M3,-1.4,11.370238095238095,32.6,6.8954429065218825
08/11/19,OZONE,PPB,2.0,21.4375,38.0,8.724813374568686
08/11/19,PM10,UG/M3,8.0,8.875,10.0,0.6796738348201514
08/11/19,PM2.5,UG/M3,-2.9,2.2452631578947364,8.9,1.8565068422306534
08/12/18,OZONE,PPB,2.0,34.30833333333333,58.0,12.781154610021197
08/12/18,PM2.5,UG/M3,-2.6,7.697023809523809,23.9,4.726969704393721
08/12/19,OZONE,PPB,1.0,25.98936170212766,59.0,18.918327394781812
08/12/19,PM10,UG/M3,11.0,13.666666666666666,21.0,2.389590954020422
08/12/19,PM2.5,UG/M3,-1.1,6.066847826086953,17.5,2.7327079503203193
08/13/18,OZONE,PPB,8.0,26.655172413793103,48.0,9.338190354691307
08/13/18,PM2.5,UG/M3,-3.4,5.280722891566267,29.1,4.961865676276637
08/13/19,OZONE,PPB,12.0,34.417582417582416,55.0,10.872049724015485
08/13/19,PM10,UG/M3,16.0,21.875,37.0,4.513867521316947
08/13/19,PM2.5,UG/M3,1.2,9.951041666666663,20.0,3.481529265950297
08/14/18,OZONE,PPB,0.0,21.00854700854701,65.0,19.49734541015853
08/14/18,PM2.5,UG/M3,-4.7,6.523170731707316,26.3,5.428267273292993
08/14/19,OZONE,PPB,0.0,30.5,58.0,16.540222107590367
08/14/19,PM10,UG/M3,20.0,28.208333333333332,84.0,12.53856370204119
08/14/19,PM2.5,UG/M3,5.8,14.562827225130885,32.0,4.191072010393943
08/15/18,OZONE,PPB,9.0,28.689075630252102,51.0,13.118590702497558
08/15/18,PM2.5,UG/M3,-4.7,10.424848484848487,28.1,7.210192701161237
08/15/19,OZONE,PPB,10.0,35.520833333333336,61.0,10.54212518939004
08/15/19,PM10,UG/M3,17.0,23.0,31.0,3.7658754867650863
08/15/19,PM2.5,UG/M3,-3.2,10.795767195767196,37.9,5.90753063117576
08/16/18,OZONE,PPB,2.0,40.49166666666667,71.0,18.25956447119895
08/16/18,PM2.5,UG/M3,11.2,23.58095238095239,38.4,6.535980126445286
08/16/19,OZONE,PPB,7.0,30.729166666666668,50.0,8.915367178631774
08/16/19,PM10,UG/M3,12.0,17.75,24.0,3.881393743399959
08/16/19,PM2.5,UG/M3,-4.3,4.715053763440864,13.0,2.955871709777242
08/17/18,OZONE,PPB,6.0,43.96666666666667,89.0,16.138545816287966
08/17/18,PM2.5,UG/M3,9.4,27.006569343065696,56.8,10.056269659649281
08/17/19,OZONE,PPB,11.0,30.0625,58.0,9.986108772742897
08/17/19,PM10,UG/M3,11.0,15.25,22.0,2.8475771547359185
08/17/19,PM2.5,UG/M3,-1.7,3.985416666666668,12.4,2.163450761447479
08/18/18,OZONE,PPB,8.0,31.87012987012987,61.0,13.282706058859763
08/18/18,PM2.5,UG/M3,-0.4,10.16760563380282,32.2,6.173278236489154
08/18/19,OZONE,PPB,6.0,29.052083333333332,69.0,14.479291776564118
08/18/19,PM10,UG/M3,14.0,21.208333333333332,33.0,4.7087260962255355
08/18/19,PM2.5,UG/M3,-0.3,7.123036649214662,15.3,3.120423924256257
08/19/18,OZONE,PPB,13.0,21.25,29.0,3.6416518102334736
08/19/18,PM2.5,UG/M3,-4.2,3.5013698630136996,12.8,2.963738871326637
08/19/19,OZONE,PPB,3.0,32.81521739130435,76.0,18.88829473441687
08/19/19,PM10,UG/M3,8.0,20.166666666666668,42.0,8.775790149816892
08/19/19,PM2.5,UG/M3,-3.1,6.397326203208561,20.1,5.105978291938829
08/20/18,OZONE,PPB,1.0,21.76923076923077,53.0,7.275647238221676
08/20/18,PM2.5,UG/M3,-1.1,4.580239520958085,26.3,4.163947957514179
08/20/19,OZONE,PPB,0.0,33.40625,75.0,19.72739379110869
08/20/19,PM10,UG/M3,12.0,19.583333333333332,28.0,4.510053182629328
08/20/19,PM2.5,UG/M3,-2.8,6.404712041884819,15.7,3.004317734232291
08/21/18,OZONE,PPB,3.0,22.905263157894737,38.0,8.982339272872624
08/21/18,PM2.5,UG/M3,-4.3,3.777639751552794,25.1,3.608271316629327
08/21/19,OZONE,PPB,17.0,41.114583333333336,65.0,11.43758328509606
08/21/19,PM10,UG/M3,16.0,24.208333333333332,47.0,7.229042673204696
08/21/19,PM2.5,UG/M3,-0.8,8.714583333333332,18.5,3.646226742673551
08/22/18,OZONE,PPB,12.0,31.274509803921568,48.0,10.361922737920581
08/22/18,PM2.5,UG/M3,-5.0,3.5948717948717936,71.2,6.96481289720943
08/22/19,OZONE,PPB,9.0,32.03125,67.0,18.65106353677
08/22/19,PM10,UG/M3,11.0,18.208333333333332,29.0,4.960532638535001
08/22/19,PM2.5,UG/M3,0.5,7.2363636363636346,13.3,2.409672184987138
08/23/18,OZONE,PPB,17.0,27.8135593220339,40.0,5.275243183185965
08/23/18,PM2.5,UG/M3,-3.5,8.160122699386502,18.5,4.179056244651779
08/23/19,OZONE,PPB,12.0,25.585106382978722,40.0,6.575303377387999
08/23/19,PM10,UG/M3,10.0,13.083333333333334,15.0,1.5580552724098262
08/23/19,PM2.5,UG/M3,-2.8,4.1636942675159245,13.3,2.2270525786293747
08/24/18,OZONE,PPB,0.0,26.141666666666666,77.0,20.628484766300737
08/24/18,PM2.5,UG/M3,0.1,10.369642857142859,21.5,4.047883440852406
08/24/19,OZONE,PPB,7.0,20.33684210526316,33.0,7.968836277885259
08/24/19,PM10,UG/M3,8.0,10.541666666666666,14.0,1.4738050920238275
08/24/19,PM2.5,UG/M3,-1.6,1.8818791946308726,9.1,1.9221347117651042
08/25/18,OZONE,PPB,0.0,33.325,59.0,14.339322734027167
08/25/18,PM2.5,UG/M3,-2.3,8.194444444444446,23.1,4.9087733600789845
08/25/19,OZONE,PPB,11.0,21.916666666666668,37.0,6.889605697474035
08/25/19,PM10,UG/M3,8.0,10.708333333333334,20.0,2.9705681884647657
08/25/19,PM2.5,UG/M3,-1.7,1.986363636363636,8.0,1.9103799088966833
08/26/18,OZONE,PPB,6.0,36.36363636363637,69.0,13.684335967657686
08/26/18,PM2.5,UG/M3,-0.6,6.11225806451613,57.1,5.902644526015668
08/26/19,OZONE,PPB,16.0,30.268817204301076,45.0,7.516850324649221
08/26/19,PM10,UG/M3,10.0,13.08695652173913,16.0,1.72976728540578
08/26/19,PM2.5,UG/M3,-3.1,1.935365853658536,8.6,2.0436267503577543
08/27/18,OZONE,PPB,5.0,37.97115384615385,79.0,17.719747489253265
08/27/18,PM2.5,UG/M3,7.6,15.915972222222216,31.3,4.546122042092649
08/27/19,OZONE,PPB,0.0,24.5,46.0,11.55125876029831
08/27/19,PM10,UG/M3,13.0,17.25,20.0,1.9392961520142797
08/27/19,PM2.5,UG/M3,-0.7,3.463350785340313,33.7,3.2615813532196976
08/28/18,OZONE,PPB,5.0,39.369369369369366,81.0,16.994078074396672
08/28/18,PM2.5,UG/M3,-3.6,25.766242038216554,45.6,8.193231682466958
08/28/19,OZONE,PPB,12.0,21.861702127659573,32.0,4.900298572930675
08/28/19,PM10,UG/M3,7.0,13.5,22.0,4.170288281141494
08/28/19,PM2.5,UG/M3,-0.8,3.0484042553191486,8.7,1.990336979068915
08/29/18,OZONE,PPB,10.0,41.46739130434783,65.0,15.28085139949833
08/29/18,PM2.5,UG/M3,5.3,26.354861111111095,68.1,11.88099398882068
08/29/19,OZONE,PPB,3.0,27.182795698924732,47.0,11.713932838030717
08/29/19,PM10,UG/M3,8.0,12.375,19.0,3.0476291569449305
08/29/19,PM2.5,UG/M3,-3.9,3.126063829787233,9.6,2.371355675393188
08/30/18,OZONE,PPB,17.0,37.95789473684211,54.0,9.097481285140551
08/30/18,PM2.5,UG/M3,-1.6,9.92866666666666,40.2,8.30910664535291
08/30/19,OZONE,PPB,1.0,30.229166666666668,75.0,22.342538689408578
08/30/19,PM10,UG/M3,9.0,17.625,26.0,5.240415682151477
08/30/19,PM2.5,UG/M3,0.5,6.33,14.7,2.5728527801977767
08/31/18,OZONE,PPB,11.0,23.92920353982301,37.0,5.289337006386551
08/31/18,PM2.5,UG/M3,-4.1,3.9915151515151552,14.9,3.2101668914256796
08/31/19,OZONE,PPB,13.0,38.072916666666664,58.0,8.622180444298014
08/31/19,PM10,UG/M3,10.0,14.875,23.0,4.730221982106124
08/31/19,PM2.5,UG/M3,-1.0,5.983769633507844,19.3,4.673621207239334
09/01/18,OZONE,PPB,20.0,30.482758620689655,48.0,7.403269264460068
09/01/18,PM2.5,UG/M3,-1.2,4.0934640522875805,8.9,2.080127564490822
09/01/19,OZONE,PPB,17.0,29.0,46.0,7.6102424057111495
09/01/19,PM10,UG/M3,8.0,10.958333333333334,14.0,1.9666605256597807
09/01/19,PM2.5,UG/M3,-2.1,2.8067708333333328,8.9,1.8703825488773287
09/02/18,OZONE,PPB,1.0,27.341666666666665,47.0,10.950995375758676
09/02/18,PM2.5,UG/M3,1.4,6.3409090909090935,20.1,2.6420336204924113
09/02/19,OZONE,PPB,17.0,26.510416666666668,38.0,5.017851902886157
09/02/19,PM10,UG/M3,11.0,14.291666666666666,24.0,2.8357832545289257
09/02/19,PM2.5,UG/M3,-4.2,2.7931937172774877,14.3,2.943182266144894
09/03/18,OZONE,PPB,15.0,32.198019801980195,67.0,14.890278574949628
09/03/18,PM2.5,UG/M3,3.2,9.357142857142854,19.6,3.3687463050951734
09/03/19,OZONE,PPB,6.0,28.568421052631578,54.0,14.840752283205424
09/03/19,PM10,UG/M3,10.0,15.541666666666666,24.0,3.6710283675507496
09/03/19,PM2.5,UG/M3,-0.7,5.937566137566137,35.7,3.492882794343013
09/04/18,OZONE,PPB,1.0,33.742574257425744,88.0,18.759346185486592
09/04/18,PM2.5,UG/M3,-0.8,7.633939393939392,23.6,4.181732879363923
09/04/19,OZONE,PPB,9.0,34.29347826086956,60.0,12.273027733480234
09/04/19,PM10,UG/M3,11.0,18.666666666666668,28.0,5.753385896614473
09/04/19,PM2.5,UG/M3,0.3,7.61263157894736,18.5,3.410464509480501
09/05/18,OZONE,PPB,4.0,37.242990654205606,69.0,14.986686621040368
09/05/18,PM2.5,UG/M3,-3.8,10.180952380952382,18.7,3.498946845503509
09/05/19,OZONE,PPB,11.0,26.43617021276596,40.0,7.353674395191907
09/05/19,PM10,UG/M3,7.0,12.791666666666666,20.0,3.5012937567439972
09/05/19,PM2.5,UG/M3,-4.0,2.9576086956521737,36.9,4.290521608287365
09/06/18,OZONE,PPB,12.0,35.8018018018018,72.0,16.649225927853948
09/06/18,PM2.5,UG/M3,1.8,12.752380952380944,26.1,5.0737194470781475
09/06/19,OZONE,PPB,10.0,22.552083333333332,36.0,5.1296245716050235
09/06/19,PM10,UG/M3,8.0,13.166666666666666,23.0,3.3188089359924278
09/06/19,PM2.5,UG/M3,-3.9,1.9268817204301076,8.5,2.19555520454499
09/07/18,OZONE,PPB,5.0,20.01904761904762,34.0,7.554902830384834
09/07/18,PM2.5,UG/M3,-3.8,5.479041916167663,17.8,2.8443525177481788
09/07/19,OZONE,PPB,21.0,27.979166666666668,38.0,5.131900574716145
09/07/19,PM10,UG/M3,5.0,8.541666666666666,10.0,1.5874279625330667
09/07/19,PM2.5,UG/M3,-3.6,1.8201058201058198,11.2,2.1452614752643044
09/08/18,OZONE,PPB,5.0,18.221153846153847,31.0,5.285915946510809
09/08/18,PM2.5,UG/M3,-1.4,4.927672955974841,14.5,2.961715888853843
09/08/19,OZONE,PPB,13.0,27.145833333333332,44.0,7.131810380138102
09/08/19,PM10,UG/M3,9.0,11.458333333333334,14.0,1.413572921994865
09/08/19,PM2.5,UG/M3,0.2,5.70625,13.0,2.0888290514742276
09/09/18,OZONE,PPB,8.0,14.594594594594595,21.0,3.204957285715062
09/09/18,PM2.5,UG/M3,-3.9,2.8523809523809533,12.8,2.4205446108856803
09/09/19,OZONE,PPB,4.0,23.19148936170213,47.0,11.263488063177764
09/09/19,PM10,UG/M3,6.0,12.5,23.0,3.8897859558860945
09/09/19,PM2.5,UG/M3,-3.9,4.445744680851062,21.9,3.256672784346488
09/10/18,OZONE,PPB,4.0,17.371134020618555,30.0,6.449030268880331
09/10/18,PM2.5,UG/M3,-4.8,1.2018633540372667,7.9,2.3337864097237304
09/10/19,OZONE,PPB,0.0,20.53684210526316,34.0,9.408925737757409
09/10/19,PM10,UG/M3,11.0,14.625,24.0,3.5608071874347473
09/10/19,PM2.5,UG/M3,-1.4,4.406842105263156,19.6,2.8778676568024486
09/11/18,OZONE,PPB,-2.0,11.377358490566039,28.0,8.395523558011003
09/11/18,PM2.5,UG/M3,-2.7,7.099999999999998,29.8,8.263483126033062
09/11/19,OZONE,PPB,10.0,33.572916666666664,74.0,17.03911586022718
09/11/19,PM10,UG/M3,10.0,19.541666666666668,33.0,8.102491118096989
09/11/19,PM2.5,UG/M3,-1.0,6.314659685863878,21.0,5.0543462031672775
09/12/18,OZONE,PPB,0.0,2.6021505376344085,21.0,4.6953718770773225
09/12/18,PM2.5,UG/M3,-3.8,9.803703703703704,28.3,5.5123119646057255
09/12/19,OZONE,PPB,4.0,29.419354838709676,46.0,10.911026115063168
09/12/19,PM10,UG/M3,11.0,22.708333333333332,37.0,6.721019375755092
09/12/19,PM2.5,UG/M3,1.7,11.10104166666666,20.3,4.285614431542628
09/13/19,OZONE,PPB,6.0,18.597826086956523,33.0,7.950478294560587
09/13/19,PM10,UG/M3,8.0,11.208333333333334,16.0,2.7501646854509363
09/13/19,PM2.5,UG/M3,-4.0,1.4054347826086957,10.2,2.2559630335708523
09/14/19,OZONE,PPB,1.0,22.757894736842104,36.0,8.504961992827484
09/14/19,PM10,UG/M3,15.0,23.166666666666668,32.0,5.677313101985041
09/14/19,PM2.5,UG/M3,-0.8,3.26878306878307,14.6,2.224699143066005
09/15/19,OZONE,PPB,0.0,26.395833333333332,59.0,14.991561954131441
09/15/19,PM10,UG/M3,9.0,17.5,30.0,6.884134248242554
09/15/19,PM2.5,UG/M3,-2.0,4.734042553191489,14.2,2.39808538565584
09/16/19,OZONE,PPB,1.0,20.914893617021278,42.0,11.98265733759759
09/16/19,PM10,UG/M3,12.0,15.333333333333334,25.0,3.0880789957606285
09/16/19,PM2.5,UG/M3,-0.4,7.742708333333332,14.3,2.537024055038979
09/17/19,OZONE,PPB,10.0,27.30851063829787,44.0,8.11612836846695
09/17/19,PM10,UG/M3,8.0,11.208333333333334,17.0,2.484371439474252
09/17/19,PM2.5,UG/M3,-3.5,2.8000000000000007,15.8,3.441877647321364
09/18/19,OZONE,PPB,2.0,20.626373626373628,36.0,9.880000395465975
09/18/19,PM10,UG/M3,9.0,12.363636363636363,16.0,1.528941574312877
09/18/19,PM2.5,UG/M3,-1.8,3.3821989528795786,14.0,2.504521675563484
09/19/19,OZONE,PPB,5.0,25.989583333333332,44.0,9.109272074062678
09/19/19,PM10,UG/M3,8.0,11.583333333333334,19.0,2.2634461349449206
09/19/19,PM2.5,UG/M3,-3.8,3.0489247311827956,15.6,2.765525984814165
09/20/19,OZONE,PPB,1.0,28.729166666666668,61.0,19.868239223055507
09/20/19,PM10,UG/M3,14.0,21.291666666666668,32.0,4.7500953461063755
09/20/19,PM2.5,UG/M3,-3.6,6.348958333333333,22.2,3.598734355520783
09/21/19,OZONE,PPB,4.0,38.96511627906977,74.0,18.147401482706982
09/21/19,PM10,UG/M3,16.0,22.375,31.0,3.5729965502118928
09/21/19,PM2.5,UG/M3,0.9,9.94893617021276,20.5,3.5088503740934347
09/22/19,OZONE,PPB,2.0,34.888888888888886,73.0,19.704546951884723
09/22/19,PM10,UG/M3,25.0,29.666666666666668,43.0,5.053338686854263
09/22/19,PM2.5,UG/M3,1.8,11.844270833333335,30.7,4.0039337318950015
09/23/19,OZONE,PPB,7.0,38.388888888888886,79.0,17.382649237751185
09/23/19,PM10,UG/M3,24.0,31.083333333333332,44.0,6.412736421045004
09/23/19,PM2.5,UG/M3,1.9,10.503645833333332,19.2,2.8615408362766526
09/24/19,OZONE,PPB,16.0,29.6,43.0,5.957336239668175
09/24/19,PM10,UG/M3,9.0,13.458333333333334,29.0,4.9867578268037445
09/24/19,PM2.5,UG/M3,-4.9,2.8796511627906978,15.3,3.63388759579703
09/25/19,OZONE,PPB,3.0,23.38888888888889,49.0,12.858444428244068
09/25/19,PM10,UG/M3,8.0,12.791666666666666,23.0,3.9118456298637425
09/25/19,PM2.5,UG/M3,-1.7,3.8511235955056153,14.1,2.8684773961473833
09/26/19,OZONE,PPB,1.0,24.16176470588235,52.0,14.509503107323226
09/26/19,PM10,UG/M3,11.0,24.083333333333332,33.0,6.439799258731099
09/26/19,PM2.5,UG/M3,-3.1,7.495287958115178,15.3,2.728355740775505
09/27/19,OZONE,PPB,1.0,23.694444444444443,48.0,11.773255546614289
09/27/19,PM10,UG/M3,11.0,15.833333333333334,26.0,4.269881035575936
09/27/19,PM2.5,UG/M3,0.0,5.232631578947369,15.6,2.7036499767686446
09/28/19,OZONE,PPB,19.0,35.89855072463768,51.0,7.21955051463861
09/28/19,PM10,UG/M3,11.0,17.166666666666668,26.0,4.931413649219679
09/28/19,PM2.5,UG/M3,-2.8,4.503703703703703,18.6,2.9149170706493184
09/29/19,OZONE,PPB,0.0,25.01388888888889,40.0,10.550339498650088
09/29/19,PM10,UG/M3,8.0,15.625,29.0,7.540110136434693
09/29/19,PM2.5,UG/M3,-4.8,5.238172043010755,15.5,4.450422985359884
09/30/19,OZONE,PPB,11.0,22.9875,37.0,5.898924488971042
09/30/19,PM10,UG/M3,8.0,12.958333333333334,19.0,3.519871127416909
09/30/19,PM2.5,UG/M3,-3.6,2.4588235294117635,11.3,2.2771574210632872
10/01/19,OZONE,PPB,12.0,26.81981981981982,59.0,10.349526294120649
10/01/19,PM10,UG/M3,12.0,20.375,35.0,7.400425957188282
10/01/19,PM2.5,UG/M3,-2.8,4.115500000000001,15.4,3.6012713765610878
10/02/19,OZONE,PPB,5.0,30.789915966386555,64.0,15.069260410349024
10/02/19,PM10,UG/M3,15.0,25.291666666666668,36.0,5.22934168827718
10/02/19,PM2.5,UG/M3,-4.6,9.633018867924527,47.2,5.328813241133903
10/03/19,OZONE,PPB,2.0,12.793103448275861,24.0,4.947581299952551
10/03/19,PM10,UG/M3,4.0,7.541666666666667,10.0,1.5030162910010298
10/03/19,PM2.5,UG/M3,-4.9,1.5106918238993707,37.5,3.9125179045971774
10/04/19,OZONE,PPB,1.0,14.767241379310345,30.0,9.029765039670972
10/04/19,PM10,UG/M3,6.0,7.833333333333333,9.0,0.9168313422570846
10/04/19,PM2.5,UG/M3,-4.1,1.6858757062146892,11.7,2.3343466689476333
10/05/19,OZONE,PPB,13.0,25.370689655172413,37.0,6.175027086599692
10/05/19,PM10,UG/M3,6.0,8.333333333333334,10.0,1.1293194051465607
10/05/19,PM2.5,UG/M3,-3.5,2.1044554455445548,20.3,2.89658057979041
10/06/19,OZONE,PPB,3.0,27.408333333333335,36.0,7.657034809430419
10/06/19,PM10,UG/M3,8.0,16.625,26.0,5.2404156821514745
10/06/19,PM2.5,UG/M3,-4.1,3.4636792452830187,12.4,2.2802784503916955
10/07/19,OZONE,PPB,13.0,28.94017094017094,39.0,5.939770398283139
10/07/19,PM10,UG/M3,14.0,19.333333333333332,27.0,3.447326206063838
10/07/19,PM2.5,UG/M3,-3.5,3.681690140845069,12.8,2.44032416609144
10/08/19,OZONE,PPB,2.0,22.859649122807017,41.0,7.275704743996514
10/08/19,PM10,UG/M3,3.0,8.25,15.0,3.781882015471578
10/08/19,PM2.5,UG/M3,-4.9,2.547087378640777,8.9,1.9077930710860198
10/09/19,OZONE,PPB,4.0,17.02020202020202,23.0,4.375207978682907
10/09/19,PM10,UG/M3,9.0,10.571428571428571,14.0,1.0281745265969475
10/09/19,PM2.5,UG/M3,-0.1,3.1685863874345546,7.4,1.295927869834476
10/10/19,OZONE,PPB,5.0,20.81081081081081,40.0,8.278684034108887
10/10/19,PM10,UG/M3,8.0,9.266666666666667,12.0,1.2798809468443688
10/10/19,PM2.5,UG/M3,-1.8,2.1724299065420563,7.6,1.5010596201772772
10/11/19,OZONE,PPB,8.0,28.905982905982906,38.0,5.47089935552885
10/11/19,PM10,UG/M3,11.0,12.666666666666666,15.0,1.632993161855452
10/11/19,PM2.5,UG/M3,-0.9,2.3315270935960593,10.2,1.6394550933084968
10/12/19,OZONE,PPB,2.0,25.025,34.0,6.65786007966044
10/12/19,PM10,UG/M3,6.0,10.333333333333334,26.0,4.949015419574726
10/12/19,PM2.5,UG/M3,-3.4,2.8121827411167524,15.3,2.801230379655464
10/13/19,OZONE,PPB,8.0,22.341666666666665,39.0,8.011017448503285
10/13/19,PM10,UG/M3,8.0,11.166666666666666,18.0,2.7133593275826398
10/13/19,PM2.5,UG/M3,-0.3,4.716315789473684,13.4,2.4216608724656004
10/14/19,OZONE,PPB,3.0,29.168067226890756,51.0,12.190799064292326
10/14/19,PM10,UG/M3,13.0,16.416666666666668,23.0,2.8117249334615355
10/14/19,PM2.5,UG/M3,0.1,5.345833333333332,14.6,2.5124367790922477
10/15/19,OZONE,PPB,0.0,22.102803738317757,36.0,10.294653841935087
10/15/19,PM10,UG/M3,9.0,16.045454545454547,28.0,4.423716092750989
10/15/19,PM2.5,UG/M3,0.4,5.9879781420765035,16.2,3.01145573931434
10/16/19,OZONE,PPB,1.0,26.794871794871796,54.0,14.575332528021008
10/16/19,PM10,UG/M3,14.0,23.666666666666668,37.0,7.59099390105124
10/16/19,PM2.5,UG/M3,-4.3,4.6070754716981135,11.0,2.4693182538560703
10/17/18,PM2.5,UG/M3,1.4,4.2125,8.8,2.5056721368013926
10/17/19,OZONE,PPB,11.0,25.06896551724138,49.0,9.599568955840208
10/17/19,PM10,UG/M3,2.0,7.833333333333333,18.0,3.7840243894179837
10/17/19,PM2.5,UG/M3,-3.8,1.626368159203981,10.7,2.0515241270287548
10/18/18,PM2.5,UG/M3,-1.6,1.604166666666666,8.7,2.207000554887869
10/18/19,OZONE,PPB,11.0,20.941666666666666,28.0,3.041162519134273
