,DateIssue,DateForecast,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,ActionDay,Discussion
902,2019-06-28 ,2019-07-01 ,New York City Region,NY,40.8419,-73.8359,PM2.5,35,1,Good,False,
903,2018-03-29 ,2018-03-29 ,New York City Region,NY,40.8419,-73.8359,PM2.5,58,2,Moderate,False,
904,2018-03-29 ,2018-03-30 ,New York City Region,NY,40.8419,-73.8359,PM2.5,44,1,Good,False,
905,2018-03-09 ,2018-03-10 ,New York City Region,NY,40.8419,-73.8359,PM2.5,45,1,Good,False,
906,2018-03-09 ,2018-03-11 ,New York City Region,NY,40.8419,-73.8359,PM2.5,48,1,Good,False,
907,2018-03-09 ,2018-03-12 ,New York City Region,NY,40.8419,-73.8359,PM2.5,40,1,Good,False,
908,2019-01-18 ,2019-01-21 ,New York City Region,NY,40.8419,-73.8359,PM2.5,45,1,Good,False,
909,2019-01-18 ,2019-01-22 ,New York City Region,NY,40.8419,-73.8359,PM2.5,51,2,Moderate,False,
910,2018-05-17 ,2018-05-17 ,New York City Region,NY,40.8419,-73.8359,O3,39,1,Good,False,
911,2018-05-17 ,2018-05-17 ,New York City Region,NY,40.8419,-73.8359,PM2.5,28,1,Good,False,
912,2018-05-17 ,2018-05-18 ,New York City Region,NY,40.8419,-73.8359,O3,37,1,Good,False,
913,2018-05-17 ,2018-05-18 ,New York City Region,NY,40.8419,-73.8359,PM2.5,23,1,Good,False,
914,2018-11-13 ,2018-11-13 ,New York City Region,NY,40.8419,-73.8359,PM2.5,37,1,Good,False,
915,2018-11-13 ,2018-11-14 ,New York City Region,NY,40.8419,-73.8359,PM2.5,30,1,Good,False,
916,2019-06-21 ,2019-06-23 ,New York City Region,NY,40.8419,-73.8359,O3,51,2,Moderate,False,
917,2019-06-21 ,2019-06-23 ,New York City Region,NY,40.8419,-73.8359,PM2.5,37,1,Good,False,
918,2019-06-21 ,2019-06-24 ,New York City Region,NY,40.8419,-73.8359,O3,55,2,Moderate,False,
919,2019-06-21 ,2019-06-24 ,New York City Region,NY,40.8419,-73.8359,PM2.5,45,1,Good,False,
920,2018-04-02 ,2018-04-02 ,New York City Region,NY,40.8419,-73.8359,O3,39,1,Good,False,
921,2018-04-02 ,2018-04-02 ,New York City Region,NY,40.8419,-73.8359,PM2.5,44,1,Good,False,
922,2018-04-02 ,2018-04-03 ,New York City Region,NY,40.8419,-73.8359,O3,32,1,Good,False,
923,2018-04-02 ,2018-04-03 ,New York City Region,NY,40.8419,-73.8359,PM2.5,48,1,Good,False,
924,2019-09-24 ,2019-09-24 ,New York City Region,NY,40.8419,-73.8359,O3,38,1,Good,False,
925,2019-09-24 ,2019-09-24 ,New York City Region,NY,40.8419,-73.8359,PM2.5,18,1,Good,False,
926,2019-09-24 ,2019-09-25 ,New York City Region,NY,40.8419,-73.8359,O3,41,1,Good,False,
927,2019-09-24 ,2019-09-25 ,New York City Region,NY,40.8419,-73.8359,PM2.5,33,1,Good,False,
928,2019-08-05 ,2019-08-05 ,New York City Region,NY,40.8419,-73.8359,O3,48,1,Good,False,
929,2019-08-05 ,2019-08-05 ,New York City Region,NY,40.8419,-73.8359,PM2.5,42,1,Good,False,
930,2019-08-05 ,2019-08-06 ,New York City Region,NY,40.8419,-73.8359,O3,48,1,Good,False,
