10/09/19|10:00|000010102|St. John's|-4|OZONE|PPB|17|Newfoundland & Labrador DEC
10/09/19|10:00|000010401|Mount Pearl|-4|OZONE|PPB|19|Newfoundland & Labrador DEC
10/09/19|10:00|000010401|Mount Pearl|-4|PM2.5|UG/M3|3|Newfoundland & Labrador DEC
10/09/19|10:00|000010501|Grand Falls Windsor|-4|OZONE|PPB|3|Newfoundland & Labrador DEC
10/09/19|10:00|000010601|Goose Bay|-4|OZONE|PPB|23|Canadian Air and Precipitation Monitoring Network
10/09/19|10:00|000010602|MacPherson Avenue - |-4|PM2.5|UG/M3|5|Environment Canada
10/09/19|10:00|000010801|Port au Choix|-4|OZONE|PPB|18|Newfoundland & Labrador DEC
10/09/19|10:00|000010901|Marystown/Burin|-4|PM2.5|UG/M3|1|Environment Canada
10/09/19|10:00|000011002|FIREHALL-LABRADORCIT|-4|PM2.5|UG/M3|-1|Environment Canada
10/09/19|10:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0|Environment Canada
10/09/19|10:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|5|Environment Canada
10/09/19|10:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|9|Environment Canada
10/09/19|10:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|4|Environment Canada
10/09/19|10:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Environment Canada
10/09/19|10:00|000020301|WELLINGTON|-4|NO|PPB|2|Environment Canada
10/09/19|10:00|000020301|WELLINGTON|-4|NO2|PPB|0|Environment Canada
10/09/19|10:00|000020301|WELLINGTON|-4|OZONE|PPB|2|Environment Canada
10/09/19|10:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|1|Environment Canada
10/09/19|10:00|000030113|JOHNSTON BUILDING -|-4|PM2.5|UG/M3|4|Environment Canada
10/09/19|10:00|000030120|Lake Major|-4|NO|PPB|1|Environment Canada
10/09/19|10:00|000030120|Lake Major|-4|OZONE|PPB|14|Environment Canada
10/09/19|10:00|000030120|Lake Major|-4|PM2.5|UG/M3|4|Environment Canada
10/09/19|10:00|000030201|PORT HAWKESBURY|-4|NO|PPB|2|Environment Canada
10/09/19|10:00|000030201|PORT HAWKESBURY|-4|NO2|PPB|5|Environment Canada
10/09/19|10:00|000030201|PORT HAWKESBURY|-4|OZONE|PPB|6|Environment Canada
10/09/19|10:00|000030201|PORT HAWKESBURY|-4|PM2.5|UG/M3|5|Environment Canada
10/09/19|10:00|000030310|SYDNEY|-4|NO|PPB|26|Environment Canada
10/09/19|10:00|000030310|SYDNEY|-4|NO2|PPB|15|Environment Canada
10/09/19|10:00|000030310|SYDNEY|-4|OZONE|PPB|3|Environment Canada
10/09/19|10:00|000030310|SYDNEY|-4|PM2.5|UG/M3|6|Environment Canada
10/09/19|10:00|000030310|SYDNEY|-4|SO2|PPB|1|Environment Canada
10/09/19|10:00|000030502|Kejimkujik Site B|-4|OZONE|PPB|15|Canadian Air and Precipitation Monitoring Network
