"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2019-09-23 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","80","2","Moderate"
"2019-09-23 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","48","1","Good"
"2019-09-23 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM10","28","1","Good"
