"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-07-02 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","206","5","Very Unhealthy"
"2018-07-02 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","91","2","Moderate"
