"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-01-09 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","32","1","Good"
"2018-01-09 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","61","2","Moderate"
"2018-01-09 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM10","19","1","Good"
