"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-11-03 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","28","1","Good"
"2018-11-03 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","22","1","Good"
