"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-06-29 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","71","2","Moderate"
"2018-06-29 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","33","1","Good"
