"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-02-12 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","40","1","Good"
"2018-02-12 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","42","1","Good"
"2018-02-12 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM10","9","1","Good"
