"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-07-16 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","133","3","Unhealthy for Sensitive Groups"
"2018-07-16 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","62","2","Moderate"
