"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2019-07-20 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","77","2","Moderate"
"2019-07-20 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","56","2","Moderate"
"2019-07-20 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM10","18","1","Good"
