"DateObserved","HourObserved","LocalTimeZone","ReportingArea","StateCode","Latitude","Longitude","ParameterName","AQI","CategoryNumber","CategoryName"
"2018-01-21 ","0","EST","New York City Region","NY","40.8419","-73.8359","OZONE","37","1","Good"
"2018-01-21 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM2.5","63","2","Moderate"
"2018-01-21 ","0","EST","New York City Region","NY","40.8419","-73.8359","PM10","25","1","Good"
